Time/s,Azimuth/deg,Zenith/deg
7758,261.29,85.3168
7759,260.67,86.6552
7760,260.07,88.003
7761,260.66,84.0478
7762,259.97,85.352
7763,259.31,86.6667
7764,258.68,87.9905
7765,259.38,84.1077
7766,258.66,85.3876
7767,257.96,86.6778
7768,257.29,87.977
7769,258.1,84.1687
7770,257.34,85.4235
7771,256.61,86.6885
7772,255.9,87.9624
7773,256.82,84.2308
7774,256.02,85.4597
7775,255.25,86.6989
7776,254.5,87.9468
7777,255.54,84.2938
7778,254.71,85.4963
7779,253.9,86.7089
7780,253.11,87.9302
7781,254.26,84.3579
7782,253.39,85.5332
7783,252.54,86.7186
7784,251.72,87.9127
7785,252.98,84.4229
7786,252.07,85.5704
7787,251.19,86.728
7788,250.33,87.8942
7789,251.69,84.4889
7790,250.75,85.6079
7791,249.84,86.7371
7792,248.94,87.8748
7793,250.41,84.5558
7794,249.44,85.6457
7795,248.48,86.7458
7796,247.55,87.8545
7797,249.13,84.6236
7798,248.12,85.6838
7799,247.13,86.7542
7800,246.17,87.8334
7801,247.84,84.6924
7802,246.8,85.7222
7803,245.78,86.7624
7804,244.78,87.8113
7805,246.56,84.762
7806,245.48,85.7608
7807,244.43,86.7702
7808,243.39,87.7885
7809,245.27,84.8324
7810,244.16,85.7998
7811,243.07,86.7778
7812,242.01,87.7648
7813,243.98,84.9036
7814,242.84,85.8389
7815,241.72,86.785
7816,240.62,87.7403
7817,242.7,84.9757
7818,241.52,85.8784
7819,240.37,86.7921
7820,239.24,87.7151
7821,241.41,85.0485
7822,240.2,85.918
7823,239.02,86.7988
7824,237.86,87.6891
7825,240.12,85.122
7826,238.88,85.958
7827,237.67,86.8053
7828,236.48,87.6625
7829,238.82,85.1963
7830,237.56,85.9981
7831,236.32,86.8116
7832,235.1,87.6351
7833,237.53,85.2713
7834,236.24,86.0384
7835,234.97,86.8176
7836,233.72,87.6071
7837,236.24,85.3469
7838,234.91,86.079
7839,233.61,86.8234
7840,232.34,87.5784
7841,234.94,85.4232
7842,233.59,86.1198
7843,232.26,86.829
7844,230.96,87.5491
7845,233.65,85.5001
7846,232.27,86.1607
7847,230.92,86.8343
7848,229.59,87.5193
7849,232.35,85.5775
7850,230.95,86.2018
7851,229.57,86.8395
7852,228.21,87.4889
7853,231.06,85.6555
7854,229.62,86.2431
7855,228.22,86.8445
7856,226.84,87.4579
7857,229.76,85.7341
7858,228.3,86.2846
7859,226.87,86.8493
7860,225.46,87.4265
7861,228.46,85.8131
7862,226.98,86.3262
7863,225.52,86.8539
7864,224.09,87.3945
7865,227.16,85.8926
7866,225.65,86.3679
7867,224.17,86.8584
7868,222.72,87.3622
7869,225.85,85.9725
7870,224.33,86.4098
7871,222.82,86.8627
7872,221.35,87.3294
7873,224.55,86.0529
7874,223,86.4518
7875,221.48,86.8668
7876,219.98,87.2962
7877,223.24,86.1336
7878,221.67,86.4939
7879,220.13,86.8709
7880,218.61,87.2626
7881,221.94,86.2147
7882,220.35,86.5362
7883,218.78,86.8748
7884,217.25,87.2287
7885,220.63,86.296
7886,219.02,86.5785
7887,217.44,86.8786
7888,215.88,87.1945
7889,219.32,86.3777
7890,217.69,86.6209
7891,216.09,86.8823
7892,214.52,87.16
7893,218.01,86.4596
7894,216.36,86.6633
7895,214.75,86.8858
7896,213.16,87.1253
7897,216.7,86.5418
7898,215.04,86.7058
7899,213.4,86.8893
7900,211.8,87.0904
7901,215.39,86.6241
7902,213.71,86.7484
7903,212.06,86.8928
7904,210.44,87.0552
7905,214.08,86.7066
7906,212.38,86.791
7907,210.71,86.8961
7908,209.08,87.0199
7909,212.76,86.7892
7910,211.05,86.8337
7911,209.37,86.8994
7912,207.72,86.9845
7913,211.45,86.8719
7914,209.72,86.8764
7915,208.03,86.9027
7916,206.36,86.9489
7917,210.13,86.9547
7918,208.39,86.919
7919,206.68,86.9059
7920,205.01,86.9133
7921,208.81,87.0375
7922,207.06,86.9617
7923,205.34,86.9091
7924,203.66,86.8776
7925,207.49,87.1204
7926,205.72,87.0044
7927,204,86.9123
7928,202.3,86.842
7929,206.17,87.2031
7930,204.39,87.047
7931,202.66,86.9155
7932,200.95,86.8063
7933,204.84,87.2858
7934,203.06,87.0896
7935,201.31,86.9186
7936,199.6,86.7707
7937,203.52,87.3685
7938,201.73,87.1322
7939,199.97,86.9218
7940,198.26,86.7351
7941,202.19,87.451
7942,200.39,87.1747
7943,198.63,86.9251
7944,196.91,86.6997
7945,200.86,87.5333
7946,199.06,87.2171
7947,197.29,86.9283
7948,195.56,86.6644
7949,199.54,87.6154
7950,197.72,87.2595
7951,195.95,86.9316
7952,194.22,86.6292
7953,198.21,87.6973
7954,196.39,87.3018
7955,194.61,86.935
7956,192.88,86.5942
7957,196.87,87.779
7958,195.05,87.344
7959,193.27,86.9384
7960,191.53,86.5595
7961,195.54,87.8604
7962,193.72,87.3861
7963,191.94,86.9419
7964,190.19,86.525
7965,194.21,87.9414
7966,192.38,87.428
7967,190.6,86.9454
7968,188.86,86.4908
7969,192.87,88.0221
7970,191.04,87.4699
7971,189.26,86.9491
7972,187.52,86.4569
7973,191.53,88.1024
7974,189.71,87.5116
7975,187.92,86.9529
7976,186.18,86.4233
7977,190.19,88.1823
7978,188.37,87.5531
7979,186.59,86.9567
7980,184.85,86.3901
7981,188.85,88.2617
7982,187.03,87.5945
7983,185.25,86.9607
7984,183.51,86.3573
7985,187.51,88.3407
7986,185.69,87.6357
7987,183.91,86.9649
7988,182.18,86.3249
7989,186.17,88.4192
7990,184.35,87.6768
7991,182.58,86.9692
7992,180.85,86.2929
7993,184.82,88.4971
7994,183.01,87.7177
7995,181.24,86.9736
7996,179.52,86.2615
7997,183.48,88.5745
7998,181.67,87.7583
7999,179.91,86.9782
8000,178.19,86.2305
8001,182.13,88.6512
8002,180.33,87.7988
8003,178.57,86.9829
8004,176.87,86.2001
8005,180.78,88.7273
8006,178.99,87.839
8007,177.24,86.9879
8008,175.54,86.1702
8009,179.43,88.8028
8010,177.64,87.879
8011,175.91,86.993
8012,174.22,86.1409
8013,178.08,88.8776
8014,176.3,87.9188
8015,174.57,86.9983
8016,172.89,86.1122
8017,176.73,88.9517
8018,174.96,87.9584
8019,173.24,87.0038
8020,171.57,86.0842
8021,175.37,89.02501
8022,173.61,87.9976
8023,171.91,87.0096
8024,170.25,86.0568
8025,174.02,89.09756
8026,172.27,88.0367
8027,170.58,87.0156
8028,168.93,86.0301
8029,172.66,89.16932
8030,170.93,88.0754
8031,169.25,87.0218
8032,167.61,86.0042
8033,171.3,89.24025
8034,169.58,88.1139
8035,167.91,87.0282
8036,166.3,85.979
8037,169.94,89.31034
8038,168.23,88.152
8039,166.58,87.0349
8040,164.98,85.9545
8041,168.58,89.37954
8042,166.89,88.1899
8043,165.25,87.0418
8044,163.66,85.9308
8045,167.22,89.44784
8046,165.54,88.2275
8047,163.92,87.0491
8048,162.35,85.908
8049,165.85,89.51521
8050,164.2,88.2648
8051,162.59,87.0565
8052,161.04,85.886
8053,164.49,89.58162
8054,162.85,88.3017
8055,161.26,87.0643
8056,159.73,85.8648
8057,163.12,89.64706
8058,161.5,88.3383
8059,159.94,87.0724
8060,158.42,85.8446
8061,161.75,89.7115
8062,160.15,88.3745
8063,158.61,87.0807
8064,157.11,85.8252
8065,160.38,89.77491
8066,158.8,88.4105
8067,157.28,87.0894
8068,155.8,85.8068
8069,159.01,89.83728
8070,157.45,88.446
8071,155.95,87.0983
8072,154.5,85.7893
8073,157.64,89.89857
8074,156.1,88.4812
8075,154.62,87.1076
8076,153.19,85.7728
8077,156.27,89.958774
8078,154.75,88.5161
8079,153.3,87.1172
8080,151.89,85.7573
8081,154.9,90.017866
8082,153.4,88.5505
8083,151.97,87.1271
8084,150.58,85.7428
8085,153.52,90.075825
8086,152.05,88.5846
8087,150.64,87.1374
8088,149.28,85.7294
8089,152.15,90.13263
8090,150.7,88.6183
8091,149.32,87.148
8092,147.98,85.7169
8093,150.77,90.18827
8094,149.35,88.6516
8095,147.99,87.159
8096,146.68,85.7056
8097,149.39,90.24272
8098,148,88.6844
8099,146.66,87.1703
8100,145.38,85.6953
8101,148.01,90.29596
8102,146.65,88.7169
8103,145.34,87.182
8104,144.08,85.6862
8105,146.63,90.34798
8106,145.29,88.749
8107,144.01,87.1941
8108,142.78,85.6782
8109,145.25,90.39875
8110,143.94,88.7806
8111,142.69,87.2065
8112,141.48,85.6713
8113,143.87,90.44827
8114,142.59,88.8119
8115,141.36,87.2193
8116,140.19,85.6655
8117,142.48,90.49652
8118,141.23,88.8427
8119,140.04,87.2325
8120,138.89,85.661
8121,141.1,90.54348
8122,139.88,88.873
8123,138.72,87.246
8124,137.6,85.6576
8125,139.71,90.58915
8126,138.52,88.9029
8127,137.39,87.26
8128,136.31,85.6554
8129,138.33,90.6335
8130,137.17,88.9324
8131,136.07,87.2743
8132,135.01,85.6544
8133,136.94,90.67652
8134,135.81,88.9615
8135,134.75,87.2891
8136,133.72,85.6547
8137,135.55,90.71821
8138,134.46,88.99
8139,133.42,87.3043
8140,132.43,85.6562
8141,134.16,90.75856
8142,133.1,89.01816
8143,132.1,87.3198
8144,131.14,85.6589
8145,132.77,90.79754
8146,131.75,89.04582
8147,130.78,87.3358
8148,129.85,85.6629
8149,131.38,90.83516
8150,130.39,89.07303
8151,129.45,87.3522
8152,128.56,85.6682
8153,129.99,90.87141
8154,129.03,89.09976
8155,128.13,87.369
8156,127.27,85.6748
8157,128.6,90.90627
8158,127.68,89.12603
8159,126.81,87.3863
8160,125.98,85.6826
8161,127.21,90.93974
8162,126.32,89.15183
8163,125.49,87.4039
8164,124.7,85.6918
8165,125.81,90.97181
8166,124.96,89.17715
8167,124.17,87.422
8168,123.41,85.7022
8169,124.42,91.0025
8170,123.61,89.202
8171,122.84,87.4405
8172,122.12,85.714
8173,123.02,91.0317
8174,122.25,89.22637
8175,121.52,87.4594
8176,120.84,85.7271
8177,121.63,91.0596
8178,120.89,89.25026
8179,120.2,87.4788
8180,119.55,85.7415
8181,120.23,91.086
8182,119.53,89.27367
8183,118.88,87.4986
8184,118.27,85.7573
8185,118.84,91.1111
8186,118.17,89.2966
8187,117.56,87.5189
8188,116.98,85.7743
8189,117.44,91.1347
8190,116.82,89.31904
8191,116.24,87.5395
8192,115.7,85.7928
8193,116.04,91.1568
8194,115.46,89.341
8195,114.92,87.5606
8196,114.41,85.8125
8197,114.64,91.1776
8198,114.1,89.36247
8199,113.59,87.5822
8200,113.13,85.8336
8201,113.25,91.1969
8202,112.74,89.38346
8203,112.27,87.6042
8204,111.85,85.8561
8205,111.85,91.2149
8206,111.38,89.40397
8207,110.95,87.6266
8208,110.56,85.8799
8209,110.45,91.2314
8210,110.02,89.42399
8211,109.63,87.6494
8212,109.28,85.9051
8213,109.05,91.2465
8214,108.66,89.44352
8215,108.31,87.6727
8216,108,85.9316
8217,107.65,91.2601
8218,107.3,89.46258
8219,106.99,87.6965
8220,106.71,85.9594
8221,106.25,91.2724
8222,105.94,89.48114
8223,105.67,87.7206
8224,105.43,85.9886
8225,104.85,91.2833
8226,104.58,89.49923
8227,104.35,87.7452
8228,104.15,86.0192
8229,103.45,91.2928
8230,103.22,89.51684
8231,103.03,87.7703
8232,102.87,86.0511
8233,102.05,91.3008
8234,101.86,89.53397
8235,101.71,87.7957
8236,101.59,86.0843
8237,100.65,91.3075
8238,100.5,89.55062
8239,100.39,87.8216
8240,100.3,86.1189
8241,99.253,91.3129
8242,99.142,89.5668
8243,99.066,87.8479
8244,99.021,86.1547
8245,97.853,91.3168
8246,97.782,89.5825
8247,97.745,87.8747
8248,97.739,86.1919
8249,96.452,91.3194
8250,96.422,89.59774
8251,96.424,87.9018
8252,96.456,86.2305
8253,95.052,91.3206
8254,95.061,89.61251
8255,95.103,87.9294
8256,95.174,86.2703
8257,93.652,91.3206
8258,93.701,89.62682
8259,93.782,87.9574
8260,93.891,86.3114
8261,92.252,91.3191
8262,92.341,89.64066
8263,92.461,87.9858
8264,92.609,86.3538
8265,90.853,91.3164
8266,90.981,89.65405
8267,91.139,88.0146
8268,91.326,86.3975
8269,89.453,91.3124
8270,89.621,89.66698
8271,89.818,88.0439
8272,90.043,86.4425
8273,88.054,91.307
8274,88.261,89.67947
8275,88.497,88.0735
8276,88.759,86.4887
8277,86.654,91.3004
8278,86.901,89.69151
8279,87.175,88.1035
8280,87.475,86.5362
8281,85.255,91.2926
8282,85.541,89.70311
8283,85.854,88.134
8284,86.191,86.5849
8285,83.857,91.2834
8286,84.181,89.71427
8287,84.532,88.1648
8288,84.907,86.6349
8289,82.458,91.2731
8290,82.821,89.72501
8291,83.21,88.196
8292,83.622,86.686
8293,81.06,91.2615
8294,81.461,89.73531
8295,81.888,88.2275
8296,82.337,86.7384
8297,79.663,91.2488
8298,80.102,89.7452
8299,80.565,88.2595
8300,81.052,86.7919
8301,78.265,91.2349
8302,78.742,89.75467
8303,79.243,88.2918
8304,79.766,86.8466
8305,76.868,91.2198
8306,77.383,89.76373
8307,77.92,88.3245
8308,78.479,86.9025
8309,75.472,91.2035
8310,76.023,89.77238
8311,76.597,88.3575
8312,77.193,86.9595
8313,74.076,91.1861
8314,74.664,89.78064
8315,75.274,88.3909
8316,75.905,87.0176
8317,72.681,91.1677
8318,73.305,89.7885
8319,73.951,88.4246
8320,74.617,87.0768
8321,71.286,91.1481
8322,71.946,89.79598
8323,72.627,88.4587
8324,73.328,87.1371
8325,69.892,91.1275
8326,70.588,89.80308
8327,71.304,88.4931
8328,72.039,87.1985
8329,68.498,91.1058
8330,69.229,89.80981
8331,69.98,88.5278
8332,70.749,87.2609
8333,67.105,91.0831
8334,67.871,89.81618
8335,68.655,88.5629
8336,69.459,87.3243
8337,65.713,91.0594
8338,66.512,89.82218
8339,67.331,88.5982
8340,68.168,87.3887
8341,64.321,91.0348
8342,65.154,89.82784
8343,66.006,88.6339
8344,66.876,87.4541
8345,62.931,91.0091
8346,63.797,89.83315
8347,64.681,88.6699
8348,65.583,87.5204
8349,61.54,90.9826
8350,62.439,89.83813
8351,63.356,88.7061
8352,64.29,87.5877
8353,60.151,90.95514
8354,61.081,89.84277
8355,62.03,88.7426
8356,62.996,87.656
8357,58.762,90.9268
8358,59.724,89.8471
8359,60.704,88.7794
8360,61.701,87.7251
8361,57.375,90.89761
8362,58.367,89.85112
8363,59.378,88.8165
8364,60.405,87.795
8365,55.988,90.86758
8366,57.011,89.85484
8367,58.051,88.8538
8368,59.108,87.8658
8369,54.602,90.83675
8370,55.654,89.85825
8371,56.724,88.8914
8372,57.811,87.9374
8373,53.216,90.80514
8374,54.298,89.86139
8375,55.397,88.9292
8376,56.512,88.0098
8377,51.832,90.77277
8378,52.942,89.86424
8379,54.069,88.9672
8380,55.213,88.083
8381,50.449,90.73968
8382,51.587,89.86683
8383,52.741,89.00546
8384,53.912,88.1569
8385,49.066,90.70589
8386,50.231,89.86915
8387,51.413,89.04392
8388,52.611,88.2316
8389,47.685,90.67142
8390,48.876,89.87123
8391,50.084,89.08259
8392,51.309,88.3069
8393,46.304,90.63631
8394,47.521,89.87306
8395,48.755,89.12145
8396,50.006,88.3828
8397,44.925,90.60058
8398,46.167,89.87466
8399,47.426,89.16049
8400,48.701,88.4594
8401,43.546,90.56427
8402,44.813,89.87604
8403,46.096,89.1997
8404,47.396,88.5366
8405,42.169,90.52739
8406,43.459,89.87721
8407,44.766,89.23908
8408,46.09,88.6144
8409,40.792,90.48998
8410,42.105,89.87817
8411,43.436,89.27861
8412,44.782,88.6927
8413,39.417,90.45207
8414,40.752,89.87893
8415,42.105,89.31828
8416,43.474,88.7715
8417,38.043,90.41368
8418,39.399,89.87951
8419,40.773,89.35809
8420,42.164,88.8508
8421,36.67,90.37485
8422,38.047,89.87992
8423,39.442,89.39802
8424,40.853,88.9305
8425,35.297,90.33561
8426,36.694,89.88016
8427,38.109,89.43807
8428,39.541,89.0107
8429,33.927,90.29597
8430,35.343,89.88025
8431,36.777,89.47822
8432,38.228,89.09125
8433,32.557,90.25599
8434,33.991,89.88019
8435,35.444,89.51846
8436,36.914,89.17216
8437,31.188,90.21568
8438,32.64,89.87999
8439,34.11,89.55878
8440,35.599,89.25341
8441,29.821,90.17507
8442,31.289,89.87968
8443,32.776,89.59918
8444,34.282,89.33494
8445,28.455,90.1342
8446,29.939,89.87924
8447,31.442,89.63963
8448,32.964,89.41674
8449,27.089,90.093095
8450,28.589,89.87871
8451,30.107,89.68014
8452,31.645,89.49877
8453,25.726,90.051785
8454,27.239,89.87808
8455,28.772,89.72068
8456,30.325,89.581
8457,24.363,90.010302
8458,25.889,89.87736
8459,27.436,89.76126
8460,29.003,89.66339
8461,23.002,89.968677
8462,24.54,89.87658
8463,26.1,89.80185
8464,27.681,89.74592
8465,21.641,89.926939
8466,23.192,89.87573
8467,24.764,89.84245
8468,26.357,89.82855
8469,20.282,89.88512
8470,21.844,89.87483
8471,23.427,89.88304
8472,25.031,89.911243
8473,18.925,89.84325
8474,20.496,89.87388
8475,22.089,89.923621
8476,23.705,89.9939735
8477,17.568,89.80136
8478,19.148,89.87291
8479,20.751,89.964175
8480,22.377,90.076705
8481,16.213,89.75948
8482,17.801,89.87191
8483,19.413,90.004692
8484,21.048,90.15941
8485,14.859,89.71765
8486,16.455,89.87091
8487,18.074,90.045162
8488,19.717,90.24204
8489,13.506,89.67588
8490,15.108,89.8699
8491,16.735,90.085573
8492,18.385,90.32458
8493,12.155,89.63422
8494,13.763,89.86891
8495,15.395,90.12591
8496,17.052,90.40698
8497,10.805,89.59269
8498,12.417,89.86793
8499,14.055,90.16617
8500,15.718,90.48922
8501,9.4556,89.55133
8502,11.072,89.86699
8503,12.714,90.20634
8504,14.382,90.57126
8505,8.1079,89.51016
8506,9.7273,89.86608
8507,11.373,90.24641
8508,13.045,90.65307
8509,6.7615,89.46921
8510,8.383,89.86523
8511,10.031,90.28637
8512,11.706,90.73461
8513,5.4164,89.42852
8514,7.0391,89.86444
8515,8.6887,90.3262
8516,10.367,90.81585
8517,4.0725,89.38811
8518,5.6955,89.86373
8519,7.346,90.36589
8520,9.0254,90.89677
8521,2.7299,89.34802
8522,4.3524,89.86309
8523,6.0029,90.40544
8524,7.683,90.97731
8525,1.3886,89.30827
8526,3.0097,89.86255
8527,4.6593,90.44483
8528,6.3392,91.0575
8529,0.048473,89.2689
8530,1.6674,89.86211
8531,3.3152,90.48406
8532,4.994,91.1372
8533,358.71,89.22993
8534,0.32544,89.86179
8535,1.9707,90.52311
8536,3.6475,91.2164
8537,357.37,89.19139
8538,358.98,89.86158
8539,0.62564,90.56197
8540,2.2997,91.2952
8541,356.04,89.15332
8542,357.64,89.86151
8543,359.28,90.60063
8544,0.95054,91.3734
8545,354.7,89.11573
8546,356.3,89.86158
8547,357.93,90.63908
8548,359.6,91.4511
8549,353.37,89.07866
8550,354.96,89.86181
8551,356.59,90.67732
8552,358.25,91.5282
8553,352.03,89.04214
8554,353.62,89.86219
8555,355.24,90.71532
8556,356.9,91.6047
8557,350.7,89.0062
8558,352.28,89.86275
8559,353.89,90.75309
8560,355.54,91.6805
8561,349.37,88.9709
8562,350.94,89.86349
8563,352.55,90.79061
8564,354.18,91.7556
8565,348.04,88.9361
8566,349.6,89.86441
8567,351.2,90.82786
8568,352.83,91.83
8569,346.72,88.9021
8570,348.27,89.86554
8571,349.85,90.86485
8572,351.47,91.9036
8573,345.39,88.8687
8574,346.93,89.86687
8575,348.5,90.90156
8576,350.11,91.9765
8577,344.06,88.836
8578,345.59,89.86842
8579,347.15,90.93798
8580,348.75,92.0486
8581,342.74,88.8041
8582,344.25,89.8702
8583,345.8,90.9741
8584,347.39,92.1198
8585,341.42,88.7729
8586,342.92,89.87221
8587,344.45,91.0099
8588,346.02,92.1902
8589,340.09,88.7426
8590,341.58,89.87447
8591,343.1,91.0454
8592,344.66,92.2597
8593,338.77,88.713
8594,340.24,89.87697
8595,341.75,91.0806
8596,343.29,92.3283
8597,337.45,88.6843
8598,338.91,89.87974
8599,340.39,91.1154
8600,341.93,92.3959
8601,336.13,88.6564
8602,337.57,89.88277
8603,339.04,91.1499
8604,340.56,92.4625
8605,334.82,88.6294
8606,336.24,89.88609
8607,337.69,91.1841
8608,339.19,92.5282
8609,333.5,88.6033
8610,334.9,89.88968
8611,336.34,91.2179
8612,337.82,92.5928
8613,332.19,88.5782
8614,333.57,89.89357
8615,334.98,91.2513
8616,336.44,92.6564
8617,330.87,88.554
8618,332.23,89.89776
8619,333.63,91.2843
8620,335.07,92.7189
8621,329.56,88.5308
8622,330.9,89.90225
8623,332.28,91.317
8624,333.7,92.7803
8625,328.25,88.5085
8626,329.56,89.907057
8627,330.92,91.3492
8628,332.32,92.8405
8629,326.93,88.4873
8630,328.23,89.912186
8631,329.57,91.3811
8632,330.94,92.8996
8633,325.62,88.4671
8634,326.9,89.917643
8635,328.21,91.4126
8636,329.57,92.9576
8637,324.31,88.448
8638,325.56,89.923434
8639,326.85,91.4436
8640,328.19,93.0143
8641,323.01,88.43
8642,324.23,89.929567
8643,325.5,91.4743
8644,326.81,93.0699
8645,321.7,88.413
8646,322.9,89.936047
8647,324.14,91.5045
8648,325.43,93.1242
8649,320.39,88.3972
8650,321.57,89.942881
8651,322.78,91.5342
8652,324.05,93.1772
8653,319.08,88.3825
8654,320.24,89.950075
8655,321.43,91.5636
8656,322.66,93.229
8657,317.78,88.369
8658,318.91,89.957633
8659,320.07,91.5924
8660,321.28,93.2795
8661,316.48,88.3566
8662,317.57,89.965563
8663,318.71,91.6209
8664,319.89,93.3287
8665,315.17,88.3454
8666,316.24,89.973869
8667,317.35,91.6488
8668,318.51,93.3765
8669,313.87,88.3354
8670,314.91,89.982557
8671,315.99,91.6763
8672,317.12,93.423
8673,312.57,88.3266
8674,313.58,89.9916304
8675,314.64,91.7034
8676,315.73,93.4681
8677,311.27,88.319
8678,312.25,90.0010953
8679,313.28,91.7299
8680,314.35,93.5119
8681,309.97,88.3127
8682,310.92,90.010956
8683,311.92,91.756
8684,312.96,93.5543
8685,308.67,88.3076
8686,309.59,90.021216
8687,310.56,91.7816
8688,311.57,93.5952
8689,307.37,88.3038
8690,308.26,90.03188
8691,309.2,91.8068
8692,310.18,93.6348
8693,306.07,88.3013
8694,306.93,90.042953
8695,307.84,91.8314
8696,308.78,93.6729
8697,304.77,88.3
8698,305.6,90.054436
8699,306.48,91.8555
8700,307.39,93.7096
8701,303.47,88.3001
8702,304.27,90.066335
8703,305.11,91.8791
8704,306,93.7448
8705,302.18,88.3014
8706,302.95,90.078651
8707,303.75,91.9023
8708,304.6,93.7786
8709,300.88,88.3041
8710,301.62,90.091389
8711,302.39,91.9249
8712,303.21,93.8109
8713,299.58,88.3081
8714,300.29,90.10455
8715,301.03,91.947
8716,301.81,93.8417
8717,298.29,88.3135
8718,298.96,90.11814
8719,299.67,91.9686
8720,300.42,93.8711
8721,296.99,88.3202
8722,297.63,90.13215
8723,298.31,91.9897
8724,299.02,93.8989
8725,295.7,88.3282
8726,296.3,90.1466
8727,296.94,92.0103
8728,297.63,93.9253
8729,294.4,88.3376
8730,294.98,90.16148
8731,295.58,92.0303
8732,296.23,93.9501
8733,293.11,88.3484
8734,293.65,90.17679
8735,294.22,92.0499
8736,294.83,93.9734
8737,291.82,88.3605
8738,292.32,90.19254
8739,292.86,92.0689
8740,293.43,93.9953
8741,290.52,88.374
8742,290.99,90.20873
8743,291.49,92.0874
8744,292.03,94.0156
8745,289.23,88.3889
8746,289.66,90.22535
8747,290.13,92.1054
8748,290.63,94.0344
8749,287.94,88.4051
8750,288.34,90.24241
8751,288.77,92.1228
8752,289.23,94.0517
8753,286.65,88.4227
8754,287.01,90.25991
8755,287.4,92.1397
8756,287.83,94.0675
8757,285.36,88.4417
8758,285.68,90.27784
8759,286.04,92.1562
8760,286.43,94.0817
8761,284.06,88.4621
8762,284.35,90.29622
8763,284.68,92.172
8764,285.03,94.0945
8765,282.77,88.4839
8766,283.03,90.31503
8767,283.31,92.1874
8768,283.63,94.1057
8769,281.48,88.507
8770,281.7,90.33428
8771,281.95,92.2022
8772,282.23,94.1154
8773,280.19,88.5315
8774,280.37,90.35397
8775,280.58,92.2165
8776,280.83,94.1237
8777,278.9,88.5574
8778,279.04,90.37409
8779,279.22,92.2303
8780,279.43,94.1304
8781,277.61,88.5846
8782,277.72,90.39464
8783,277.86,92.2436
8784,278.03,94.1356
8785,276.31,88.6133
8786,276.39,90.41563
8787,276.49,92.2564
8788,276.63,94.1394
8789,275.02,88.6432
8790,275.06,90.43705
8791,275.13,92.2686
8792,275.23,94.1417
8793,273.73,88.6746
8794,273.73,90.4589
8795,273.76,92.2803
8796,273.82,94.1424
8797,272.44,88.7073
8798,272.41,90.48117
8799,272.4,92.2915
8800,272.42,94.1418
8801,271.15,88.7413
8802,271.08,90.50387
8803,271.04,92.3022
8804,271.02,94.1397
8805,269.86,88.7767
8806,269.75,90.52699
8807,269.67,92.3124
8808,269.62,94.1361
8809,268.56,88.8134
8810,268.42,90.55052
8811,268.31,92.3221
8812,268.22,94.1311
8813,267.27,88.8514
8814,267.1,90.57448
8815,266.94,92.3313
8816,266.82,94.1247
8817,265.98,88.8907
8818,265.77,90.59884
8819,265.58,92.34
8820,265.42,94.1169
8821,264.69,88.9314
8822,264.44,90.62361
8823,264.21,92.3483
8824,264.01,94.1076
8825,263.39,88.9733
8826,263.11,90.64878
8827,262.85,92.356
8828,262.61,94.097
8829,262.1,89.0165
8830,261.78,90.67436
8831,261.49,92.3632
8832,261.21,94.0851
8833,260.81,89.06097
8834,260.45,90.70033
8835,260.12,92.37
8836,259.81,94.0717
8837,259.51,89.1067
8838,259.13,90.72668
8839,258.76,92.3763
8840,258.41,94.0571
8841,258.22,89.15368
8842,257.8,90.75343
8843,257.39,92.3821
8844,257.01,94.0411
8845,256.93,89.20187
8846,256.47,90.78056
8847,256.03,92.3874
8848,255.61,94.0238
8849,255.63,89.25129
8850,255.14,90.80806
8851,254.67,92.3923
8852,254.21,94.0052
8853,254.33,89.3019
8854,253.81,90.83593
8855,253.3,92.3968
8856,252.82,93.9854
8857,253.04,89.35369
8858,252.48,90.86416
8859,251.94,92.4008
8860,251.42,93.9643
8861,251.74,89.40664
8862,251.15,90.89276
8863,250.58,92.4043
8864,250.02,93.942
8865,250.45,89.46075
8866,249.82,90.9217
8867,249.21,92.4074
8868,248.62,93.9185
8869,249.15,89.51598
8870,248.49,90.951
8871,247.85,92.4101
8872,247.23,93.8938
8873,247.85,89.57233
8874,247.16,90.98063
8875,246.49,92.4124
8876,245.83,93.8679
8877,246.55,89.62977
8878,245.83,91.0106
8879,245.12,92.4142
8880,244.43,93.8409
8881,245.25,89.68828
8882,244.5,91.0409
8883,243.76,92.4157
8884,243.04,93.8127
8885,243.95,89.74785
8886,243.17,91.0715
8887,242.4,92.4167
8888,241.65,93.7835
8889,242.65,89.80844
8890,241.84,91.1024
8891,241.04,92.4174
8892,240.25,93.7532
8893,241.35,89.87005
8894,240.5,91.1336
8895,239.67,92.4176
8896,238.86,93.7218
8897,240.05,89.932644
8898,239.17,91.1651
8899,238.31,92.4175
8900,237.47,93.6894
8901,238.74,89.9962062
8902,237.84,91.197
8903,236.95,92.417
8904,236.08,93.656
8905,237.44,90.060711
8906,236.51,91.229
8907,235.59,92.4162
8908,234.68,93.6216
8909,236.14,90.12614
8910,235.18,91.2614
8911,234.23,92.415
8912,233.29,93.5863
8913,234.83,90.19245
8914,233.84,91.294
8915,232.87,92.4134
8916,231.91,93.5501
8917,233.52,90.25964
8918,232.51,91.3269
8919,231.51,92.4116
8920,230.52,93.5129
8921,232.22,90.32768
8922,231.18,91.36
8923,230.15,92.4094
8924,229.13,93.4749
8925,230.91,90.39654
8926,229.84,91.3934
8927,228.79,92.4068
